DESCRIPTION,PROPERTY NAME,ESA,STREET START NR,STREET END NR,LOT PREFIX,LOT NUMBER,STREET_NAME,STREET TYPE,LOCALITY_NAME,STATE CODE,POST CODE,LONG  DEG,LONG  MIN,LONG SEC,EW HEM,LAT DEG,LAT MIN,LAT SEC,NS HEMI,AMG ZONE,EASTING,NORTHING,PMS CODE
,CARRIETON EXCHANGE (SCAX),CRRN,,,,,FIFTH,ST,CARRIETON,SA,5432,138,31,45,E,32,25,28,S,54,267680,6409830,2951
,CEDUNA EXCHANGE,CDNA,16,,,,EAST,TCE,CEDUNA,SA,5690,133,40,31,E,32,7,36,S,53,375040,6444756,5194
,CHAIN OF PONDS EXCHANGE,COPS,,,,98,TIPPETT,RD,GUMERACHA,SA,5233,138,49,27,E,34,50,2,S,54,301031,6143214,5161
,CHINTA EXCHANGE (SCAX),CINA,,,,,,,CEDUNA,SA,5690,133,45,25,E,31,58,35,S,53,382551,6461498,2949
CNR NESS ST,CLARE EXCHANGE,CLRE,,,,,OLD NORTH,RD,CLARE,SA,5453,138,36,44,E,33,49,59,S,54,279034,6253785,5144
,CLARENDON EXCHANGE,CRDN,11,,,,GRANTS GULLY,RD,CLARENDON,SA,5157,138,37,23,E,35,6,33,S,54,283365,6112273,5111
,CLEVE EXCHANGE,CLVE,33,35,,,FIFTH,ST,CLEVE,SA,5640,136,29,36,E,33,42,11,S,53,638389,6269760,5102
,COCKALEECHIE EXCHANGE (SCAX),CKLE,,,,,,,COCKALEECHIE,SA,5631,135,50,40,E,34,12,41,S,53,577790,6214075,5094
50 KM W BROKEN HILL,COCKBURN EXCHANGE,TPCO,,,,,BARRIER,HWY,COCKBURN,SA,5440,140,53,5,E,32,5,55,S,54,489114,6448640,12407
,COFFIN BAY EXCHANGE,CNBY,168,,,,THE ESPLANADE,ESP,COFFIN BAY,SA,5607,135,27,55,E,34,37,16,S,53,542663,6168871,5090
,COLEBATCH EXCHANGE (SCAX),COBH,,,,,,,COLEBATCH,SA,5266,139,48,51,E,35,58,45,S,54,393090,6017707,5084
,COMPTON EXCHANGE (SCAX),COMP,,,,,,,MOUNT GAMBIER,SA,5291,140,40,29,E,37,45,46,S,54,471350,5820449,5082
,CONMURRA EXCHANGE (SCAX),CNMA,,,,109,GOVERNMENT,RD,CONMURRA VIA LUCINDALE,SA,5272,140,17,16,E,37,6,15,S,54,436714,5893328,5155
,COOBER PEDY EXCHANGE & TOC,CRPY,,,,184,SEVENTEEN MILE,RD,COOBER PEDY,SA,5723,134,45,13,E,29,0,40,S,53,475998,6790765,5083
,COOBOWIE EXCHANGE (SCAX),CBWE,,,,,,,COOBOWIE,SA,5583,137,43,48,E,35,2,16,S,53,749035,6119352,5081
,COOLTONG EXCHANGE (SCAX),CLTG,,,LOT,18,STORY,AVE,COOLTONG,SA,5341,140,40,45,E,34,5,1,S,54,470395,6228524,5077
,COOMBE EXCHANGE (SCAX),COOM,,,,,,,COOMBE VIA TINTINARA,SA,5266,140,14,8,E,35,57,57,S,54,431070,6019566,5072
,COOMUNGA EXCHANGE (SCAX),CMGA,,,,,,,PORT LINCOLN,SA,5606,135,45,5,E,34,40,10,S,53,568842,6163348,5071
,COONALPYN EXCHANGE (SCAX),COPN,19,,,,POYNTZ,TCE,COONALPYN,SA,5265,139,51,28,E,35,41,44,S,54,396655,6049211,5069
,COONAWARRA RT & EXCHANGE,CWRA,,,,,MEMORIAL,DR,COONAWARRA,SA,5263,140,50,7,E,37,17,31,S,54,485400,5872728,5042
,COORABIE EXCHANGE,CRAE,,,,,,,COORABIE,SA,5690,132,17,56,E,31,54,46,S,53,244581,6466038,5036
,COORONG EXCHANGE (SCAX),CRNG,,,,208,MOONEE HILLS,RD,MENINGIE,SA,5264,139,25,41,E,35,48,54,S,54,357986,6035424,5033
,COPEVILLE EXCHANGE,CPVE,,,,,,,COPEVILLE,SA,5308,139,57,25,E,34,44,25,S,54,404514,6155259,5477
,COROMANDEL VALLEY EXCHANGE,CLVY,6,,PT SEC,802,SPENCER,CT,COROMANDEL VALLEY,SA,5051,138,37,6,E,35,3,29,S,54,282798,6117919,5479
,COULTA EXCHANGE (SCAX),CLTA,,,,103,WEST,TCE,COULTA,SA,5607,135,28,0,E,34,23,2,S,53,542902,6195170,5481
,COURELA EXCHANGE (SCAX),COUR,,,,,,,WIRRULLA,SA,5661,134,24,55,E,32,30,47,S,53,445077,6402535,5482
,COWELL EXCHANGE,COWL,24,,,,THE ESPLANADE,ESP,COWELL,SA,5602,136,55,36,E,33,41,2,S,53,678592,6271220,5456
,CROYDON EXCHANGE,CRYD,43,,,,PRINCES,ST,CROYDON,SA,5008,138,33,48,E,34,53,53,S,54,277348,6135547,5468
,CRYSTAL BROOK EXCHANGE,CLBR,49,51,,,RAILWAY,TCE,CRYSTAL BROOK,SA,5523,138,12,20,E,33,21,8,S,54,239951,6306172,5470
,CULBURRA EXCHANGE (SCAX),CULA,,,,20,GOVERNMENT,RD,CULBURRA,SA,5261,139,57,42,E,35,48,39,S,54,406190,6036530,5472
,CUMMINS EXCHANGE,CMNS,,,,100,HALL,ST,CUMMINS,SA,5631,135,43,35,E,34,15,50,S,53,566873,6208337,5474
,CUNGENA EXCHANGE (SCAX),CNGA,,,,,,,CUNGENA,SA,5660,134,42,25,E,32,34,43,S,53,472492,6395381,5323
,CUNLIFFE EXCHANGE,CUNL,,,,,,,CUNLIFFE,SA,5554,137,46,48,E,34,5,13,S,53,756501,6224709,5325
,CURRAMULKA EXCHANGE,CMLK,,,LOT,123,RESERVE,TCE,CURRAMULKA,SA,5580,137,42,34,E,34,41,52,S,53,748179,6157123,5328
,CURRENCY CREEK EXCHANGE (SCAX),CYCK,,,,95,WELLINGTON,RD,CURRENCY CREEK,SA,5214,138,45,59,E,35,26,52,S,54,297277,6075000,5329
,CYGNET RIVER EXCHANGE,CGRV,,,LOT,886,GOVERNMENT,RD,CYGNET RIVER,SA,5223,137,31,2,E,35,42,3,S,53,727750,6046304,5233
,DARKE PEAK EXCHANGE (SCAX),DEPK,,,,,,,DARKE PEAKE,SA,5642,136,11,49,E,33,30,48,S,53,611159,6291151,5235
,DAWSON EXCHANGE (SCAX),HBTA,,,,,,,DAWSON,SA,5422,138,59,50,E,32,43,45,S,54,312316,6376960,5236
,DELAMERE EXCHANGE,DEME,,,LOT,337,SOUTH,RD,CAPE JERVIS,SA,5204,138,9,37,E,35,36,22,S,54,242762,6056025,5230
MACDONALD HILL RT,DEVONBOROUGH DOWNS TE,TPCO,,,,,,,OLARY,SA,5440,140,24,58,E,32,28,10,S,54,445137,6407390,
,ECHUNGA EXCHANGE (SCAX),ECGA,3,,,,ANGUS,RD,ECHUNGA,SA,5153,138,47,47,E,35,6,13,S,54,299151,6113240,5249
,EDEN VALLEY EXCHANGE (SCAX),ENVY,,,,744,WILLIAM,ST,EDEN VALLEY,SA,5235,139,5,50,E,34,38,29,S,54,325599,6165073,5246
,EDILLILIE EXCHANGE (SCAX),EDLE,,,LOT,39,MAIN,ST,EDILLILIE,SA,5630,135,42,22,E,34,24,45,S,53,564892,6191871,5343
,EDITHBURGH EXCHANGE (SCAX),EDIT,,,,267,BLANCHE,ST,EDITHBURGH,SA,5583,137,44,41,E,35,5,2,S,53,750237,6114200,5341
,EDWARDSTOWN EXCHANGE,EDWN,688,,,,SOUTH,RD,GLANDORE,SA,5037,138,34,20,E,34,57,43,S,54,278333,6128479,5346
TRAVEL 9.6KM FROM PT MACDON - NELSON TURN LEFT INTO PEACOCKS ROAD THEN 2.6KM TO SITE.,EIGHT MILE CREEK EXCHANGE (SCA,EMCK,,,LOT,811,PEACOCKS,RD,EIGHT MILE CREEK,SA,5291,140,47,42,E,38,1,23,S,54,482005,5791605,5280
CNR ELIZABETH WAY,ELIZABETH EXCHANGE,EZBH,24,26,,,PHILIP,HWY,ELIZABETH,SA,5112,138,40,5,E,34,43,19,S,54,286465,6155310,5278
,ELLISTON EXCHANGE,ELTN,,,LOT,111,HIGH,ST,ELLISTON,SA,5670,134,53,22,E,33,38,57,S,53,489749,6276728,5272
,EMU DOWNS EXCHANGE (SCAX),EUDS,,,,,,,ROBERTSTOWN,SA,5381,138,59,27,E,33,56,1,S,54,314294,6243382,5286
,ERNABELLA EXCHANGE,PETN,1,,,,BACKSCHOOL,LANE,ERNABELLA,SA,872,132,8,11,E,26,17,0,S,53,214022,7089774,
,EUDUNDA EXCHANGE,EUDA,,,LOT,19,GUNN,ST,EUDUNDA,SA,5374,139,5,3,E,34,10,28,S,54,323416,6216831,5305
,EVANS TE,PORA,,,,,BLACK HILL,RD,CHANDADA,SA,5660,134,36,55,E,32,42,58,S,53,463955,6380105,
,FARRELL FLAT EXCHANGE (SCAX),FLFT,,,LOT,90,EAST,TCE,FARRELL FLAT,SA,5416,138,47,53,E,33,49,46,S,54,296225,6254569,5210
,FIELD EXCHANGE (SCAX),FELD,,,,,,,MENINGIE,SA,5264,139,39,59,E,35,49,22,S,54,379530,6034881,5208
,FINNISS EXCHANGE (SCAX),FNSS,,,,18,GOOLWA,RD,FINNISS,SA,5255,138,49,0,E,35,22,23,S,54,301657,6083391,5211
,FLINDERS EXCHANGE,FLNF,111,139,,,FLINDERS,ST,ADELAIDE,SA,5000,138,36,18,E,34,55,38,S,54,281237,6132409,4781
,FRANCES EXCHANGE,FRAN,,,LOT,428,FOURTH,ST,FRANCES,SA,5262,140,57,15,E,36,42,50,S,54,495907,5936865,5201
,FREELING EXCHANGE,FRLG,,,LOT,133,HANSON,ST,FREELING,SA,5372,138,48,35,E,34,27,17,S,54,298795,6185242,5203
,FURNER EXCHANGE (SCAX),FRNR,,,,,,,BEACHPORT,SA,5280,140,19,57,E,37,23,17,S,54,440911,5861862,5271
,GARRA LANDS EXCHANGE (SCAX),GRAL,,,,,,,LAMEROO,SA,5302,140,15,25,E,35,30,15,S,54,432610,6070786,5315
,GAWLER EXCHANGE,GWLR,,,,201,HIGH,ST,GAWLER,SA,5118,138,44,59,E,34,36,5,S,54,293645,6168853,5316
,GAWLER RIVER EXCHANGE NO 2 (SC,GRRR,,,,,,,GAWLER RIVER,SA,5118,138,38,32,E,34,36,44,S,54,283814,6167439,5360
,GEORGETOWN EXCHANGE (SCAX),GGTN,,,,815,FISHER,ST,GEORGETOWN,SA,5472,138,23,45,E,33,21,40,S,54,257687,6305645,5367
,GEPPS CROSS EXCHANGE,GPCS,558,,,,MAIN NORTH,RD,BLAIR ATHOL,SA,5084,138,35,58,E,34,50,56,S,54,280521,6141086,5369
,GERANIUM EXCHANGE (SCAX),GRNM,,,LOT,26,PRICE,ST,GERANIUM,SA,5301,140,9,43,E,35,22,53,S,54,423879,6084334,5371
,GLADSTONE EXCHANGE,GLDE,54,,,,GLADSTONE,ST,GLADSTONE,SA,5473,138,21,23,E,33,16,15,S,54,253762,6315566,5392
,GLENCOE EXCHANGE,GNCE,,,PT SEC,226,,,GLENCOE,SA,5291,140,36,38,E,37,40,15,S,54,465656,5830628,5394
,GLENDAMBO EXCHANGE,GLBO,,,,,,,GLENDAMBO,SA,5720,135,45,7,E,30,58,0,S,53,571817,6573843,5395
,GLENELG EXCHANGE,GLLG,33,,,,BRIGHTON,RD,GLENELG,SA,5045,138,31,12,E,34,58,49,S,54,273614,6126328,5397
,GLENROY EXCHANGE (SCAX),GLOY,,,,,,,GLENROY,SA,5277,140,51,19,E,37,13,36,S,54,487160,5879967,5401
,GLENUNGA EXCHANGE,GUGA,115,,,,SYDNEY,ST,GLENUNGA,SA,5064,138,38,28,E,34,57,4,S,54,284595,6129832,5403
,GLOSSOP EXCHANGE (SCAX),GLSP,,,,,MACGILLIVRAY,RD,GLOSSOP,SA,5344,140,31,59,E,34,16,29,S,54,457012,6207281,5405
,GOLDEN GROVE EXCHANGE & TOC,GNGE,,,LOT,5,YATALA VALE,RD,SURREY DOWNS,SA,5126,138,42,37,E,34,47,43,S,54,290517,6147265,5411
,GOOLWA EXCHANGE,GLWA,,,LOT,169,TIVERTON,ST,GOOLWA,SA,5214,138,47,3,E,35,30,12,S,54,299029,6068874,5415
,GOSSE EXCHANGE,GOSS,,,SEC,53,,,KANGAROO ISLAND,SA,5223,136,58,13,E,35,45,37,S,53,678125,6040841,5357
,GOUGER ST MAIL EXCHANGE,WAYM,272,,,,GOUGER,ST,ADELAIDE,SA,5000,138,35,21,E,34,55,48,S,54,279798,6132066,
,GREENOCK EXCHANGE,GRNK,,,LOT,703,FREDERICK,ST,GREENOCK,SA,5360,138,55,37,E,34,27,25,S,54,309570,6185222,5362
,GREENPATCH EXCHANGE (SCAX),GNPH,,,,840,MCFARLANE,RD,LOUTH BAY,SA,5607,135,47,37,E,34,35,28,S,53,572778,6172005,5364
,GREENWAYS EXCHANGE (SCAX),GNWS,,,,93,GOVERNMENT,RD,LUCINDALE,SA,5272,140,7,27,E,37,13,34,S,54,422301,5879678,5366
,GULNARE EXCHANGE (SCAX),GULN,,,,,,,GULNARE,SA,5471,138,26,35,E,33,27,55,S,54,262366,6294201,5372
,GUMERACHA EXCHANGE (SCAX),GUMA,7,,,,MURRAY,ST,GUMERACHA,SA,5233,138,53,0,E,34,49,31,S,54,306422,6144285,5377
,GURRAI EXCHANGE (SCAX) & RT,GRRI,,,,,,,LAMEROO,SA,5302,140,30,56,E,35,11,48,S,54,455904,6105051,13911
,HAHNDORF EXCHANGE,HNDF,3,,,,AURICHT,RD,HAHNDORF,SA,5245,138,48,31,E,35,1,44,S,54,300083,6121553,5382
,HALBURY EXCHANGE (SCAX),HLBY,,,LOT,19,MAIN,RD,HALBURY,SA,5461,138,31,5,E,34,5,10,S,54,270998,6225510,5396
,HALIDON EXCHANGE (SCAX),HLDN,,,LOT,18,HARRIS,TCE,HALIDON,SA,5309,140,10,27,E,34,52,29,S,54,424522,6140535,5386
,HALLETT EXCHANGE (SCAX),HLLT,,,LOT,4,ALFRED,ST,HALLETT,SA,5419,138,53,38,E,33,24,41,S,54,304151,6301119,5385
,HAMLEY BRIDGE EXCHANGE (SCAX),HYBE,,,LOT,1,COOPER,ST,HAMLEY BRIDGE,SA,5401,138,40,59,E,34,21,28,S,54,286911,6195736,5387
,HAMMOND EXCH,HAND,,,PT SEC,259,,,HAMMOND,SA,5431,138,25,25,E,32,31,44,S,54,258015,6398015,5389
,HAMPSTEAD EXCHANGE,HPSD,332,336,,,NORTH EAST,RD,KLEMZIG,SA,5087,138,38,19,E,34,52,12,S,54,284158,6138830,5451
,HARRIET EXCHANGE,HRET,,,,,,,KANGAROO ISLAND,SA,5223,137,11,11,E,35,53,9,S,53,697355,6026498,5457
,HARROGATE EXCHANGE (SCAX),HRGE,,,,,,,HARROGATE,SA,5244,139,1,5,E,34,55,11,S,54,318952,6134061,5459
,HARTLEY EXCHANGE (SCAX),HTLY,,,,,,,HARTLEY,SA,5255,139,0,31,E,35,11,54,S,54,318707,6103140,5461
,HATHERLEIGH EXCHANGE (SCAX),HRLH,,,LOT,1,CALCOOLAT,TCE,HATHERLEIGH,SA,5280,140,16,33,E,37,29,22,S,54,435980,5850577,5465
,HAWKER LINE EXCHANGE,HAER,70,,,,ELDER,TCE,HAWKER,SA,5434,138,25,16,E,31,53,13,S,54,256075,6469195,5250
,HENLEY BEACH EXCHANGE,HNLY,73,,,,EAST,TCE,HENLEY BEACH,SA,5022,138,29,49,E,34,55,4,S,54,271336,6133209,5254
,HILLTOWN EXCHANGE (SCAX),HLTN,,,LOT,1,FISHER,ST,HILLTOWN,SA,5455,138,38,14,E,33,41,9,S,54,280974,6270167,5256
,HINDMARSH TIERS EXCHANGE,HHTS,,,LOT,99,HINDMARSH VALLEY,RD,VICTOR HARBOR,SA,5211,138,34,20,E,35,25,24,S,54,279584,6077296,5257
NEAR INTERSECTION WITH VIRGIN RD,HINDMARSH VALLEY EXCHANGE (SCA,HHVY,,,,,ADELAIDE,RD,HINDMARSH VALLEY,SA,5214,138,37,41,E,35,30,5,S,54,284862,6068760,5258
,HOPE FOREST EXCHANGE,HEFT,,,LOT,862,MEADOWS,RD,HOPE FOREST,SA,5172,138,37,27,E,35,16,25,S,54,283902,6094020,5261
,HORNSDALE EXCHANGE (SCAX),HORE,,,,339,GOVERNMENT,RD,JAMESTOWN,SA,5491,138,31,20,E,33,4,48,S,54,268710,6337110,5262
,INGLEWOOD EXCHANGE,IGWD,,,LOT,5513,BLACKHILL,RD,INGLEWOOD,SA,5133,138,46,24,E,34,49,27,S,54,296358,6144190,5267
,INMAN VALLEY EXCHANGE (SCAX),INVY,,,,4,VICTOR HARBOR,RD,INMAN VALLEY,SA,5211,138,27,26,E,35,29,39,S,54,269344,6069174,5268
,IRON KNOB EXCHANGE & COAX,INKB,,,,,,,IRON KNOB,SA,5601,137,9,9,E,32,43,19,S,53,701729,6377491,5349
,JABUK EXCHANGE (SCAX),JBUK,4,,,,BOWDEN,TCE,JABUK,SA,5301,140,4,14,E,35,22,49,S,54,415577,6084383,5351
,JAMESTOWN EXCHANGE,JAME,17,,,,BUTE,ST,JAMESTOWN,SA,5491,138,36,3,E,33,12,28,S,54,276375,6323109,5358
,KADINA EXCHANGE,KDNA,3,,,,HAY,ST,KADINA,SA,5554,137,43,2,E,33,57,51,S,53,751071,6238490,6883
,KALANGADOO EXCHANGE (SCAX),KADO,,,,849,RAILWAY,TCE,KALANGADOO,SA,5278,140,42,5,E,37,33,39,S,54,473627,5842862,6884
,KANGARILLA EXCHANGE,KANG,,,LOT,794,OLD COACH,RD,KANGARILLA,SA,5157,138,39,35,E,35,8,59,S,54,286813,6107840,6885
,KAPPINNIE EXCHANGE (SCAX),KAIE,,,,103,LAWRENCE,RD,YEELANNA,SA,5632,135,30,29,E,34,3,47,S,53,546892,6230724,6886
,KAPUNDA EXCHANGE,KAPU,,,LOT,201,OFF CRASE,ST,KAPUNDA,SA,5373,138,54,47,E,34,20,30,S,54,308030,6197982,6887
,KARATTA EXCHANGE,KRTA,,,,,,,KANGAROO ISLAND,SA,5223,136,56,25,E,35,58,27,S,53,674943,6017168,6888
,KARKOO EXCHANGE (SCAX),KKOO,,,,134,THE GOAT,TRK,KARKOO,SA,5607,135,43,36,E,33,59,14,S,53,567124,6239024,6889
,KAROONDA EXCHANGE,KRND,,,LOT,231,CHUTNEY,ST,KAROONDA,SA,5307,139,53,58,E,35,5,58,S,54,399692,6115375,9321
,KATINKA (CORNY PT) EXCHANGE,CYPT,,,LOT,11,GOVERNMENT,RD,CORNY POINT,SA,5575,137,10,40,E,34,55,46,S,53,698917,6132605,6890
,KEILIRA EXCHANGE (SCAX),KEIL,,,,,,,KINGSTON SE,SA,5275,140,9,1,E,36,41,22,S,54,424087,5939236,6938
,KEITH EXCHANGE,KETH,15,,,,HILL,AVE,KEITH,SA,5267,140,20,58,E,36,5,52,S,54,441437,6005006,6940
,KELLY EXCHANGE (SCAX),KELY,,,,,,,KIMBA,SA,5641,136,34,7,E,33,13,46,S,53,646147,6322184,6941
,KEPPOCH EXCHANGE,KEPH,,,,,,,PADTHAWAY,SA,5271,140,34,44,E,36,41,33,S,54,462379,5939151,6942
,KERSBROOK EXCHANGE,KSBK,,,LOT,432,STONE QUARRY,RD,KERSBROOK,SA,5231,138,51,53,E,34,46,22,S,54,304596,6150072,6816
,KEYNETON EXCHANGE (SCAX),KEYN,,,,456,WILLIAM,ST,KEYNETON,SA,5353,139,8,4,E,34,33,13,S,54,328831,6174872,6857
,KIMBA EXCHANGE,KIBA,26,,,,RAILWAY,TCE,KIMBA,SA,5641,136,25,16,E,33,8,21,S,53,632549,6332380,6858
,KINGSCOTE EXCHANGE,KNGE,39,,LOT,12,DAUNCEY,ST,KINGSCOTE,SA,5223,137,38,18,E,35,39,21,S,53,738839,6051006,6859
,KINGSTON SE EXCHANGE & TOC,KGSN,39,,,,AGNES,ST,KINGSTON SE,SA,5275,133,51,16,E,36,49,53,S,53,397846,5923219,6953
,KINGSTON-ON-MURRAY EXCHANGE (S,KNOM,,,,,PETERSON,RD,KINGSTON-ON-MURRAY,SA,5331,140,20,55,E,34,13,39,S,54,440001,6212424,6860
,KONGAL EXCHANGE (SCAX),KNGL,,,,,,,BORDERTOWN,SA,5268,140,28,51,E,36,20,59,S,54,453414,5977131,6861
,KONGORONG EXCHANGE (SCAX),KGRG,,,,,NEECHY FLAT,RD,KONGORONG,SA,5291,140,32,17,E,37,53,4,S,54,459379,5806899,6862
,KOOLUNGA EXCHANGE (SCAX),KLGA,,,,253,SECOND,ST,KOOLUNGA,SA,5464,138,20,1,E,33,35,15,S,54,252541,6280388,6817
,KOOLYWURTIE EXCHANGE (SCAX),KLYW,,,,,,,MINLATON,SA,5575,137,34,7,E,34,39,26,S,53,735391,6161961,6818
,KOONGAWA EXCHANGE (SCAX),KOWA,,,,,,,KOONGAWA,SA,5650,135,56,4,E,33,11,36,S,53,587101,6326884,6819
,KOONIBBA EXCHANGE (SCAX),KOBA,,,,,,,KOONIBBA,SA,5690,133,24,54,E,31,56,49,S,53,350192,6464339,6820
,KOPPAMURRA EXCHANGE,NATE,,,LOT,391,GOVERNMENT,RD,NARACOORTE,SA,5271,140,51,54,E,37,1,58,S,54,487992,5901477,6822
,KOPPIO EXCHANGE (SCAX),KPIO,,,,3,TOD RIVER,RD,LOUTH BAY,SA,5607,135,52,2,E,34,28,19,S,53,579642,6185164,6891
,KRINGIN EXCHANGE (SCAX),KRGN,,,,,,,PEEBINGA,SA,5304,140,47,2,E,34,59,10,S,54,480272,6128473,6928
,KULDE EXCHANGE (SCAX),KLDE,,,,,,,KULDE VIA TAILEM BEND,SA,5306,139,36,12,E,35,10,58,S,54,372828,6105790,6929
,KULKAWURRA EXCHANGE (SCAX),JBUK,,,,,,,KAROONDA,SA,5307,139,56,11,E,35,12,55,S,54,403194,6102561,6930
,KULPARA EXCHANGE(SCAX),KLPA,,,,,,,KULPARA,SA,5555,138,2,7,E,34,3,33,S,54,226355,6227310,6931
,KYANCUTTA EXCHANGE (SCAX),KYCA,,,,,,,KYANCUTTA,SA,5651,135,33,25,E,33,8,11,S,53,551947,6333448,6932
,KYBUNGA EXCHANGE (SCAX),KYBA,,,,730,GEORGE,ST,KYBUNGA,SA,5453,138,30,22,E,33,55,16,S,54,269450,6243785,6813
,KYBYBOLITE EXCHANGE (SCAX),KYLE,,,,,,,KYBYBOLITE,SA,5262,140,53,33,E,36,50,40,S,54,490414,5922374,6814
,LAFFER EXCHANGE (SCAX),LAFR,,,,,,,LAFFER VIA BORDERTOWN,SA,5268,140,6,2,E,36,14,0,S,54,419172,5989791,5277
,LAMEROO EXCHANGE,LMRO,202,,,,VARDON,TCE,LAMEROO,SA,5302,140,30,46,E,35,19,43,S,54,455718,6090405,2933
,LANGHORNE CREEK EXCHANGE,LGCK,,,,,STEP,RD,LANGHORNE CREEK,SA,5255,139,1,51,E,35,18,28,S,54,320971,6091041,2935
,LAURA EXCHANGE,LURA,,,,,HUGHES,ST,LAURA,SA,5480,138,18,5,E,33,11,5,S,54,248391,6324986,5281
,LEIGH CREEK SOUTH EXCHANGE,LECK,,,LOT,301,ACACIA,RD,LEIGH CREEK,SA,5731,138,24,24,E,30,35,28,S,54,251343,6612853,8947
,LENSWOOD EXCHANGE (SCAX),LSWD,,,,66,SWAMP,RD,LENSWOOD,SA,5240,138,49,42,E,34,55,16,S,54,301622,6133547,5285
,LIPSON EXCHANGE,LISN,,,LOT,362,MAIN,ST,LIPSON,SA,5607,136,8,15,E,34,17,29,S,53,604688,6204941,5287
,LOBETHAL EXCHANGE,LOBL,7,,,,MAIN,RD,LOBETHAL,SA,5241,138,52,27,E,34,54,26,S,54,305777,6135178,5289
,LOCHABER EXCHANGE (SCAX),LCBR,,,,,,,NARACOORTE,SA,5271,140,32,33,E,36,50,26,S,54,459207,5922712,5291
,LOCHIEL EXCHANGE (SCAX),LCHL,,,,778,BARR,ST,LOCHIEL,SA,5510,138,9,40,E,33,55,50,S,54,237577,6241907,5294
,LOCK EXCHANGE (SCAX),LOCK,9,,,,RAILWAY,TCE,LOCK,SA,5633,135,50,35,E,33,34,2,S,53,578248,6285498,5296
NR FLAXMILL RD,LONSDALE EXCHANGE,LSDE,,,LOT,119,OSMUND,CRES,CHRISTIE DOWNS,SA,5164,138,29,52,E,35,7,38,S,54,271995,6109977,5299
,LOUTH BAY EXCHANGE (SCAX),LHBY,,,,2,LINCOLN,HWY,LOUTH BAY,SA,5607,135,53,56,E,34,33,30,S,53,582465,6175559,5302
,LOWBANK EXCHANGE (SCAX),LWBK,,,,400,STURT,HWY,LOWBANK,SA,5320,140,8,24,E,34,11,17,S,54,420750,6216655,5304
,LOXTON EXCHANGE,LXTN,5,,,,ANZAC,CRES,LOXTON,SA,5333,140,34,24,E,34,27,15,S,54,460804,6187400,5308
,LOXTON NORTH EXCHANGE (SCAX),LXNN,,,,,OGILVY,AVE,LOXTON,SA,5333,140,37,35,E,34,24,43,S,54,465660,6192101,5309
,LUCINDALE EXCHANGE (SCAX),LULE,,,LOT,107,MUSGRAVE,AVE,LUCINDALE,SA,5272,140,22,2,E,36,58,23,S,54,443677,5907923,5310
,LUCINDALE SOUTH EXCHANGE (SCAX,LUES,,,,,,,LUCINDALE,SA,5272,140,27,36,E,37,10,30,S,54,452062,5885571,5313
CORNER GOVERNMENT ROAD &,LYNDHURST EXCHANGE (SCAX),LYST,,,,,RAILWAY,TCE,LYNDHURST,SA,5731,138,20,59,E,30,17,15,S,54,245089,6646391,5436
,LYNDOCH EXCHANGE,LYDH,,,LOT,52,BAROSSA VALLEY,HWY,LYNDOCH,SA,5351,138,50,11,E,34,36,10,S,54,301597,6168873,5438
,LYRUP EXCHANGE (SCAX),LYRP,,,,,POMROY,CRES,LYRUP,SA,5343,140,38,52,E,34,15,28,S,54,467566,6209203,5440
,MACCLESFIELD EXCHANGE (SCAX),MCFD,36,,,,VENABLES,ST,MACCLESFIELD,SA,5153,138,50,10,E,35,10,24,S,54,302940,6105585,5398
,MACDONALD PARK EXCHANGE,AEVE,,,,,CURTIS,RD,MACDONALD PARK,SA,5121,138,38,46,E,34,39,36,S,54,284300,6162136,8807
,MACGILLIVRAY EXCHANGE,MRAY,875,,PT BLK,2,GOVERNMENT,RD,KANGAROO ISLAND,SA,5223,137,32,37,E,35,50,49,S,53,729717,6030032,5441
,MAITLAND EXCHANGE,MTLD,31,,,,ELIZABETH,ST,MAITLAND,SA,5573,137,40,22,E,34,22,26,S,53,745770,6193143,5442
,MAKIN EXCHANGE (SCAX),MAKN,,,,,,,MAKIN VIA KEITH,SA,5267,140,28,47,E,35,57,27,S,54,453081,6020636,5443
,MALINONG EXCHANGE (SCAX),MALI,,,,,,,MALINONG VIA TAILEM BEND,SA,5264,139,30,23,E,35,29,57,S,54,364530,6070568,5445
,MALLALA EXCHANGE,MALL,4,,,,REDBANKS,RD,MALLALA,SA,5502,138,30,38,E,34,26,20,S,54,271264,6186362,5447
LOT 2 PT SECTION 128 IN THE HUNDRED OF BAROOTA,MAMBRAY CREEK EXCHANGE,MYCK,,,PT SEC,2,GOVERNMENT,RD,MAMBRAY CREEK,SA,5495,137,57,40,E,32,48,27,S,53,777275,6366165,5449
,MANGALO EXCHANGE (SCAX),MALO,,,,,,,CLEVE,SA,5640,136,35,54,E,33,33,26,S,53,648371,6285785,5430
,MANNANARIE EXCHANGE (SCAX),MNRE,,,,372,BELGRAVE,ST,MANNANARIE VIA JAMESTOWN,SA,5422,138,37,9,E,33,2,37,S,54,277670,6341355,6200
,MANNUM LINE DPT & EXCHANGE (SC,MNNM,30,,,,KING GEORGE,ST,MANNUM,SA,5238,139,18,13,E,34,55,6,S,54,345036,6134695,5408
,MANOORA EXCHANGE (SCAX),MNRA,,,,,,,MANOORA,SA,5414,138,50,48,E,34,0,27,S,54,301139,6234917,5435
